idx,target,event_type,reason
3829,1.0,LONG_TP,LONG_TP
3830,1.0,LONG_TP,LONG_TP
3831,1.0,LONG_TP,LONG_TP
3832,1.0,LONG_TP,LONG_TP
3833,-1.0,SHORT_TP,SHORT_TP
3834,-1.0,SHORT_TP,SHORT_TP
3835,-1.0,SHORT_TP,SHORT_TP
3836,-1.0,SHORT_TP,SHORT_TP
3837,-1.0,SHORT_TP,SHORT_TP
3838,-1.0,SHORT_TP,SHORT_TP
3839,-1.0,SHORT_TP,SHORT_TP
3840,-1.0,SHORT_TP,SHORT_TP
3841,-1.0,SHORT_TP,SHORT_TP
3842,-1.0,SHORT_TP,SHORT_TP
3843,-1.0,SHORT_TP,SHORT_TP
3844,-1.0,SHORT_TP,SHORT_TP
3845,-1.0,SHORT_TP,SHORT_TP
3846,-1.0,SHORT_TP,SHORT_TP
3847,-1.0,SHORT_TP,SHORT_TP
3848,-1.0,SHORT_TP,SHORT_TP
3849,-1.0,SHORT_TP,SHORT_TP
3850,-1.0,SHORT_TP,SHORT_TP
3851,-1.0,SHORT_TP,SHORT_TP
3852,-1.0,SHORT_TP,SHORT_TP
3853,-1.0,SHORT_TP,SHORT_TP
3854,-1.0,SHORT_TP,SHORT_TP
3855,-1.0,SHORT_TP,SHORT_TP
3856,-1.0,SHORT_TP,SHORT_TP
3857,-1.0,SHORT_TP,SHORT_TP
3858,-1.0,SHORT_TP,SHORT_TP
3859,1.0,LONG_TP,LONG_TP
3860,1.0,LONG_TP,LONG_TP
3861,1.0,LONG_TP,LONG_TP
3862,1.0,LONG_TP,LONG_TP
3863,1.0,LONG_TP,LONG_TP
3864,1.0,LONG_TP,LONG_TP
3865,1.0,LONG_TP,LONG_TP
3866,1.0,LONG_TP,LONG_TP
3867,1.0,LONG_TP,LONG_TP
3868,1.0,LONG_TP,LONG_TP
3869,1.0,LONG_TP,LONG_TP
3870,1.0,LONG_TP,LONG_TP
3871,1.0,LONG_TP,LONG_TP
3872,1.0,LONG_TP,LONG_TP
3873,1.0,LONG_TP,LONG_TP
3874,1.0,LONG_TP,LONG_TP
3875,1.0,LONG_TP,LONG_TP
3876,1.0,LONG_TP,LONG_TP
3877,1.0,LONG_TP,LONG_TP
3878,1.0,LONG_TP,LONG_TP
3879,1.0,LONG_TP,LONG_TP
3880,1.0,LONG_TP,LONG_TP
3881,1.0,LONG_TP,LONG_TP
3882,1.0,LONG_TP,LONG_TP
3883,1.0,LONG_TP,LONG_TP
3884,1.0,LONG_TP,LONG_TP
3885,1.0,LONG_TP,LONG_TP
3886,1.0,LONG_TP,LONG_TP
3887,1.0,LONG_TP,LONG_TP
3888,1.0,LONG_TP,LONG_TP
3889,1.0,LONG_TP,LONG_TP
3890,1.0,LONG_TP,LONG_TP
3891,1.0,LONG_TP,LONG_TP
3892,1.0,LONG_TP,LONG_TP
3893,1.0,LONG_TP,LONG_TP
3894,1.0,LONG_TP,LONG_TP
3895,1.0,LONG_TP,LONG_TP
3896,1.0,LONG_TP,LONG_TP
3897,1.0,LONG_TP,LONG_TP
3898,1.0,LONG_TP,LONG_TP
3899,1.0,LONG_TP,LONG_TP
3900,1.0,LONG_TP,LONG_TP
3901,1.0,LONG_TP,LONG_TP
3902,1.0,LONG_TP,LONG_TP
3903,1.0,LONG_TP,LONG_TP
3904,1.0,LONG_TP,LONG_TP
3905,1.0,LONG_TP,LONG_TP
3906,-1.0,SHORT_TP,SHORT_TP
3907,-1.0,SHORT_TP,SHORT_TP
3908,-1.0,SHORT_TP,SHORT_TP
3909,-1.0,SHORT_TP,SHORT_TP
3910,-1.0,SHORT_TP,SHORT_TP
3911,-1.0,SHORT_TP,SHORT_TP
3912,-1.0,SHORT_TP,SHORT_TP
3913,-1.0,SHORT_TP,SHORT_TP
3914,-1.0,SHORT_TP,SHORT_TP
3915,-1.0,SHORT_TP,SHORT_TP
3916,-1.0,SHORT_TP,SHORT_TP
3917,1.0,LONG_TP,LONG_TP
3918,1.0,LONG_TP,LONG_TP
3919,1.0,LONG_TP,LONG_TP
3920,-1.0,SHORT_TP,SHORT_TP
3921,-1.0,SHORT_TP,SHORT_TP
3922,-1.0,SHORT_TP,SHORT_TP
3923,-1.0,SHORT_TP,SHORT_TP
3924,-1.0,SHORT_TP,SHORT_TP
3925,-1.0,SHORT_TP,SHORT_TP
3926,-1.0,SHORT_TP,SHORT_TP
3927,-1.0,SHORT_TP,SHORT_TP
3928,1.0,LONG_TP,LONG_TP
3929,1.0,LONG_TP,LONG_TP
3930,1.0,LONG_TP,LONG_TP
3931,1.0,LONG_TP,LONG_TP
3932,1.0,LONG_TP,LONG_TP
3933,1.0,LONG_TP,LONG_TP
3934,1.0,LONG_TP,LONG_TP
3935,1.0,LONG_TP,LONG_TP
3936,1.0,LONG_TP,LONG_TP
3937,1.0,LONG_TP,LONG_TP
3938,1.0,LONG_TP,LONG_TP
3939,1.0,LONG_TP,LONG_TP
3940,1.0,LONG_TP,LONG_TP
3941,1.0,LONG_TP,LONG_TP
3942,1.0,LONG_TP,LONG_TP
3943,1.0,LONG_TP,LONG_TP
3944,1.0,LONG_TP,LONG_TP
3945,1.0,LONG_TP,LONG_TP
3946,1.0,LONG_TP,LONG_TP
3947,1.0,LONG_TP,LONG_TP
3948,1.0,LONG_TP,LONG_TP
3949,1.0,LONG_TP,LONG_TP
3950,1.0,LONG_TP,LONG_TP
3951,1.0,LONG_TP,LONG_TP
3952,-1.0,SHORT_TP,SHORT_TP
3953,-1.0,SHORT_TP,SHORT_TP
3954,-1.0,SHORT_TP,SHORT_TP
3955,-1.0,SHORT_TP,SHORT_TP
3956,-1.0,SHORT_TP,SHORT_TP
3957,-1.0,SHORT_TP,SHORT_TP
3958,-1.0,SHORT_TP,SHORT_TP
3959,-1.0,SHORT_TP,SHORT_TP
3960,-1.0,SHORT_TP,SHORT_TP
3961,-1.0,SHORT_TP,SHORT_TP
3962,-1.0,SHORT_TP,SHORT_TP
3963,-1.0,SHORT_TP,SHORT_TP
3964,-1.0,SHORT_TP,SHORT_TP
3965,-1.0,SHORT_TP,SHORT_TP
3966,-1.0,SHORT_TP,SHORT_TP
3967,-1.0,SHORT_TP,SHORT_TP
3968,-1.0,SHORT_TP,SHORT_TP
3969,1.0,LONG_TP,LONG_TP
3970,1.0,LONG_TP,LONG_TP
3971,1.0,LONG_TP,LONG_TP
3972,1.0,LONG_TP,LONG_TP
3973,1.0,LONG_TP,LONG_TP
3974,1.0,LONG_TP,LONG_TP
3975,1.0,LONG_TP,LONG_TP
3976,-1.0,SHORT_TP,SHORT_TP
3977,-1.0,SHORT_TP,SHORT_TP
3978,-1.0,SHORT_TP,SHORT_TP
3979,-1.0,SHORT_TP,SHORT_TP
3980,-1.0,SHORT_TP,SHORT_TP
3981,1.0,LONG_TP,LONG_TP
3982,1.0,LONG_TP,LONG_TP
3983,1.0,LONG_TP,LONG_TP
3984,1.0,LONG_TP,LONG_TP
3985,1.0,LONG_TP,LONG_TP
3986,1.0,LONG_TP,LONG_TP
3987,1.0,LONG_TP,LONG_TP
3988,1.0,LONG_TP,LONG_TP
3989,1.0,LONG_TP,LONG_TP
3990,1.0,LONG_TP,LONG_TP
3991,1.0,LONG_TP,LONG_TP
3992,1.0,LONG_TP,LONG_TP
3993,1.0,LONG_TP,LONG_TP
3994,1.0,LONG_TP,LONG_TP
3995,1.0,LONG_TP,LONG_TP
3996,1.0,LONG_TP,LONG_TP
3997,1.0,LONG_TP,LONG_TP
3998,1.0,LONG_TP,LONG_TP
3999,1.0,LONG_TP,LONG_TP
4000,1.0,LONG_TP,LONG_TP
4001,1.0,LONG_TP,LONG_TP
4002,1.0,LONG_TP,LONG_TP
4003,1.0,LONG_TP,LONG_TP
4004,1.0,LONG_TP,LONG_TP
4005,1.0,LONG_TP,LONG_TP
4006,1.0,LONG_TP,LONG_TP
4007,1.0,LONG_TP,LONG_TP
4008,1.0,LONG_TP,LONG_TP
4009,1.0,LONG_TP,LONG_TP
4010,-1.0,SHORT_TP,SHORT_TP
4011,1.0,LONG_TP,LONG_TP
4012,1.0,LONG_TP,LONG_TP
4013,1.0,LONG_TP,LONG_TP
4014,1.0,LONG_TP,LONG_TP
4015,-1.0,SHORT_TP,SHORT_TP
4016,-1.0,SHORT_TP,SHORT_TP
4017,-1.0,SHORT_TP,SHORT_TP
4018,1.0,LONG_TP,LONG_TP
4019,1.0,LONG_TP,LONG_TP
4020,1.0,LONG_TP,LONG_TP
4021,-1.0,SHORT_TP,SHORT_TP
4022,-1.0,SHORT_TP,SHORT_TP
4023,-1.0,SHORT_TP,SHORT_TP
4024,1.0,LONG_TP,LONG_TP
4025,-1.0,SHORT_TP,SHORT_TP
4026,-1.0,SHORT_TP,SHORT_TP
4027,-1.0,SHORT_TP,SHORT_TP
4028,-1.0,SHORT_TP,SHORT_TP
4029,1.0,LONG_TP,LONG_TP
4030,1.0,LONG_TP,LONG_TP
4031,1.0,LONG_TP,LONG_TP
4032,1.0,LONG_TP,LONG_TP
4033,1.0,LONG_TP,LONG_TP
4034,1.0,LONG_TP,LONG_TP
4035,1.0,LONG_TP,LONG_TP
4036,1.0,LONG_TP,LONG_TP
4037,1.0,LONG_TP,LONG_TP
4038,1.0,LONG_TP,LONG_TP
4039,1.0,LONG_TP,LONG_TP
4040,1.0,LONG_TP,LONG_TP
4041,1.0,LONG_TP,LONG_TP
4042,1.0,LONG_TP,LONG_TP
4043,1.0,LONG_TP,LONG_TP
4044,1.0,LONG_TP,LONG_TP
4045,1.0,LONG_TP,LONG_TP
4046,1.0,LONG_TP,LONG_TP
4047,1.0,LONG_TP,LONG_TP
4048,1.0,LONG_TP,LONG_TP
4049,1.0,LONG_TP,LONG_TP
4050,1.0,LONG_TP,LONG_TP
4051,1.0,LONG_TP,LONG_TP
4052,1.0,LONG_TP,LONG_TP
4053,1.0,LONG_TP,LONG_TP
4054,1.0,LONG_TP,LONG_TP
4055,1.0,LONG_TP,LONG_TP
4056,1.0,LONG_TP,LONG_TP
4057,1.0,LONG_TP,LONG_TP
4058,1.0,LONG_TP,LONG_TP
4059,1.0,LONG_TP,LONG_TP
4060,1.0,LONG_TP,LONG_TP
4061,1.0,LONG_TP,LONG_TP
4062,1.0,LONG_TP,LONG_TP
4063,1.0,LONG_TP,LONG_TP
4064,1.0,LONG_TP,LONG_TP
4065,1.0,LONG_TP,LONG_TP
4066,1.0,LONG_TP,LONG_TP
4067,1.0,LONG_TP,LONG_TP
4068,1.0,LONG_TP,LONG_TP
4069,1.0,LONG_TP,LONG_TP
4070,1.0,LONG_TP,LONG_TP
4071,-1.0,SHORT_TP,SHORT_TP
4072,-1.0,SHORT_TP,SHORT_TP
4073,-1.0,SHORT_TP,SHORT_TP
4074,-1.0,SHORT_TP,SHORT_TP
4075,1.0,LONG_TP,LONG_TP
4076,1.0,LONG_TP,LONG_TP
4077,1.0,LONG_TP,LONG_TP
4078,1.0,LONG_TP,LONG_TP
4079,1.0,LONG_TP,LONG_TP
4080,1.0,LONG_TP,LONG_TP
4081,1.0,LONG_TP,LONG_TP
4082,1.0,LONG_TP,LONG_TP
4083,1.0,LONG_TP,LONG_TP
4084,-1.0,SHORT_TP,SHORT_TP
4085,-1.0,SHORT_TP,SHORT_TP
4086,-1.0,SHORT_TP,SHORT_TP
4087,-1.0,SHORT_TP,SHORT_TP
4088,-1.0,SHORT_TP,SHORT_TP
4089,-1.0,SHORT_TP,SHORT_TP
4090,-1.0,SHORT_TP,SHORT_TP
4091,-1.0,SHORT_TP,SHORT_TP
4092,-1.0,SHORT_TP,SHORT_TP
4093,-1.0,SHORT_TP,SHORT_TP
4094,-1.0,SHORT_TP,SHORT_TP
4095,-1.0,SHORT_TP,SHORT_TP
4096,-1.0,SHORT_TP,SHORT_TP
4097,-1.0,SHORT_TP,SHORT_TP
4098,-1.0,SHORT_TP,SHORT_TP
4099,-1.0,SHORT_TP,SHORT_TP
4100,-1.0,SHORT_TP,SHORT_TP
4101,-1.0,SHORT_TP,SHORT_TP
4102,-1.0,SHORT_TP,SHORT_TP
4103,-1.0,SHORT_TP,SHORT_TP
4104,-1.0,SHORT_TP,SHORT_TP
4105,-1.0,SHORT_TP,SHORT_TP
4106,-1.0,SHORT_TP,SHORT_TP
4107,-1.0,SHORT_TP,SHORT_TP
4108,-1.0,SHORT_TP,SHORT_TP
4109,-1.0,SHORT_TP,SHORT_TP
4110,-1.0,SHORT_TP,SHORT_TP
4111,-1.0,SHORT_TP,SHORT_TP
4112,-1.0,SHORT_TP,SHORT_TP
4113,-1.0,SHORT_TP,SHORT_TP
4114,-1.0,SHORT_TP,SHORT_TP
4115,-1.0,SHORT_TP,SHORT_TP
4116,-1.0,SHORT_TP,SHORT_TP
4117,-1.0,SHORT_TP,SHORT_TP
4118,-1.0,SHORT_TP,SHORT_TP
4119,1.0,LONG_TP,LONG_TP
4120,1.0,LONG_TP,LONG_TP
4121,1.0,LONG_TP,LONG_TP
4122,1.0,LONG_TP,LONG_TP
4123,1.0,LONG_TP,LONG_TP
4124,-1.0,SHORT_TP,SHORT_TP
4125,-1.0,SHORT_TP,SHORT_TP
4126,-1.0,SHORT_TP,SHORT_TP
4127,-1.0,SHORT_TP,SHORT_TP
4128,1.0,LONG_TP,LONG_TP
4129,1.0,LONG_TP,LONG_TP
4130,1.0,LONG_TP,LONG_TP
4131,1.0,LONG_TP,LONG_TP
4132,1.0,LONG_TP,LONG_TP
4133,1.0,LONG_TP,LONG_TP
4134,1.0,LONG_TP,LONG_TP
4135,1.0,LONG_TP,LONG_TP
4136,1.0,LONG_TP,LONG_TP
4137,-1.0,SHORT_TP,SHORT_TP
4138,1.0,LONG_TP,LONG_TP
4139,1.0,LONG_TP,LONG_TP
4140,1.0,LONG_TP,LONG_TP
4141,1.0,LONG_TP,LONG_TP
4142,1.0,LONG_TP,LONG_TP
4143,-1.0,SHORT_TP,SHORT_TP
4144,1.0,LONG_TP,LONG_TP
4145,1.0,LONG_TP,LONG_TP
4146,1.0,LONG_TP,LONG_TP
4147,1.0,LONG_TP,LONG_TP
4148,1.0,LONG_TP,LONG_TP
4149,1.0,LONG_TP,LONG_TP
4150,1.0,LONG_TP,LONG_TP
4151,1.0,LONG_TP,LONG_TP
4152,1.0,LONG_TP,LONG_TP
4153,1.0,LONG_TP,LONG_TP
4154,1.0,LONG_TP,LONG_TP
4155,1.0,LONG_TP,LONG_TP
4156,1.0,LONG_TP,LONG_TP
4157,1.0,LONG_TP,LONG_TP
4158,1.0,LONG_TP,LONG_TP
4159,1.0,LONG_TP,LONG_TP
4160,1.0,LONG_TP,LONG_TP
4161,1.0,LONG_TP,LONG_TP
4162,1.0,LONG_TP,LONG_TP
4163,-1.0,SHORT_TP,SHORT_TP
4164,-1.0,SHORT_TP,SHORT_TP
4165,-1.0,SHORT_TP,SHORT_TP
4166,1.0,LONG_TP,LONG_TP
4167,-1.0,SHORT_TP,SHORT_TP
4168,-1.0,SHORT_TP,SHORT_TP
4169,-1.0,SHORT_TP,SHORT_TP
4170,-1.0,SHORT_TP,SHORT_TP
4171,-1.0,SHORT_TP,SHORT_TP
4172,-1.0,SHORT_TP,SHORT_TP
4173,-1.0,SHORT_TP,SHORT_TP
4174,-1.0,SHORT_TP,SHORT_TP
4175,-1.0,SHORT_TP,SHORT_TP
4176,-1.0,SHORT_TP,SHORT_TP
4177,-1.0,SHORT_TP,SHORT_TP
4178,-1.0,SHORT_TP,SHORT_TP
4179,-1.0,SHORT_TP,SHORT_TP
4180,-1.0,SHORT_TP,SHORT_TP
4181,-1.0,SHORT_TP,SHORT_TP
4182,-1.0,SHORT_TP,SHORT_TP
4183,-1.0,SHORT_TP,SHORT_TP
4184,-1.0,SHORT_TP,SHORT_TP
4185,-1.0,SHORT_TP,SHORT_TP
4186,-1.0,SHORT_TP,SHORT_TP
4187,-1.0,SHORT_TP,SHORT_TP
4188,-1.0,SHORT_TP,SHORT_TP
4189,-1.0,SHORT_TP,SHORT_TP
4190,-1.0,SHORT_TP,SHORT_TP
4191,-1.0,SHORT_TP,SHORT_TP
4192,-1.0,SHORT_TP,SHORT_TP
4193,-1.0,SHORT_TP,SHORT_TP
4194,-1.0,SHORT_TP,SHORT_TP
4195,-1.0,SHORT_TP,SHORT_TP
4196,-1.0,SHORT_TP,SHORT_TP
4197,-1.0,SHORT_TP,SHORT_TP
4198,-1.0,SHORT_TP,SHORT_TP
4199,-1.0,SHORT_TP,SHORT_TP
4200,1.0,LONG_TP,LONG_TP
4201,1.0,LONG_TP,LONG_TP
4202,1.0,LONG_TP,LONG_TP
4203,1.0,LONG_TP,LONG_TP
4204,1.0,LONG_TP,LONG_TP
4205,1.0,LONG_TP,LONG_TP
4206,1.0,LONG_TP,LONG_TP
4207,1.0,LONG_TP,LONG_TP
4208,1.0,LONG_TP,LONG_TP
4209,-1.0,SHORT_TP,SHORT_TP
4210,-1.0,SHORT_TP,SHORT_TP
4211,-1.0,SHORT_TP,SHORT_TP
4212,-1.0,SHORT_TP,SHORT_TP
4213,-1.0,SHORT_TP,SHORT_TP
4214,-1.0,SHORT_TP,SHORT_TP
4215,-1.0,SHORT_TP,SHORT_TP
4216,-1.0,SHORT_TP,SHORT_TP
4217,-1.0,SHORT_TP,SHORT_TP
4218,-1.0,SHORT_TP,SHORT_TP
4219,-1.0,SHORT_TP,SHORT_TP
4220,-1.0,SHORT_TP,SHORT_TP
4221,-1.0,SHORT_TP,SHORT_TP
4222,-1.0,SHORT_TP,SHORT_TP
4223,-1.0,SHORT_TP,SHORT_TP
4224,-1.0,SHORT_TP,SHORT_TP
4225,-1.0,SHORT_TP,SHORT_TP
4226,-1.0,SHORT_TP,SHORT_TP
4227,-1.0,SHORT_TP,SHORT_TP
4228,-1.0,SHORT_TP,SHORT_TP
4229,-1.0,SHORT_TP,SHORT_TP
4230,-1.0,SHORT_TP,SHORT_TP
4231,-1.0,SHORT_TP,SHORT_TP
4232,1.0,LONG_TP,LONG_TP
4233,-1.0,SHORT_TP,SHORT_TP
4234,-1.0,SHORT_TP,SHORT_TP
4235,-1.0,SHORT_TP,SHORT_TP
4236,-1.0,SHORT_TP,SHORT_TP
4237,1.0,LONG_TP,LONG_TP
4238,1.0,LONG_TP,LONG_TP
4239,1.0,LONG_TP,LONG_TP
4240,1.0,LONG_TP,LONG_TP
4241,1.0,LONG_TP,LONG_TP
4242,1.0,LONG_TP,LONG_TP
4243,1.0,LONG_TP,LONG_TP
4244,-1.0,SHORT_TP,SHORT_TP
4245,1.0,LONG_TP,LONG_TP
4246,-1.0,SHORT_TP,SHORT_TP
4247,-1.0,SHORT_TP,SHORT_TP
4248,-1.0,SHORT_TP,SHORT_TP
4249,-1.0,SHORT_TP,SHORT_TP
4250,-1.0,SHORT_TP,SHORT_TP
4251,-1.0,SHORT_TP,SHORT_TP
4252,-1.0,SHORT_TP,SHORT_TP
4253,-1.0,SHORT_TP,SHORT_TP
4254,-1.0,SHORT_TP,SHORT_TP
4255,-1.0,SHORT_TP,SHORT_TP
4256,-1.0,SHORT_TP,SHORT_TP
4257,-1.0,SHORT_TP,SHORT_TP
4258,-1.0,SHORT_TP,SHORT_TP
4259,-1.0,SHORT_TP,SHORT_TP
4260,-1.0,SHORT_TP,SHORT_TP
4261,-1.0,SHORT_TP,SHORT_TP
4262,-1.0,SHORT_TP,SHORT_TP
4263,-1.0,SHORT_TP,SHORT_TP
4264,-1.0,SHORT_TP,SHORT_TP
4265,-1.0,SHORT_TP,SHORT_TP
4266,-1.0,SHORT_TP,SHORT_TP
4267,-1.0,SHORT_TP,SHORT_TP
4268,-1.0,SHORT_TP,SHORT_TP
4269,-1.0,SHORT_TP,SHORT_TP
4270,1.0,LONG_TP,LONG_TP
4271,-1.0,SHORT_TP,SHORT_TP
4272,-1.0,SHORT_TP,SHORT_TP
4273,-1.0,SHORT_TP,SHORT_TP
4274,-1.0,SHORT_TP,SHORT_TP
4275,1.0,LONG_TP,LONG_TP
4276,-1.0,SHORT_TP,SHORT_TP
4277,1.0,LONG_TP,LONG_TP
4278,1.0,LONG_TP,LONG_TP
4279,1.0,LONG_TP,LONG_TP
4280,1.0,LONG_TP,LONG_TP
4281,1.0,LONG_TP,LONG_TP
4282,1.0,LONG_TP,LONG_TP
4283,1.0,LONG_TP,LONG_TP
4284,1.0,LONG_TP,LONG_TP
4285,-1.0,SHORT_TP,SHORT_TP
4286,-1.0,SHORT_TP,SHORT_TP
4287,-1.0,SHORT_TP,SHORT_TP
4288,-1.0,SHORT_TP,SHORT_TP
4289,-1.0,SHORT_TP,SHORT_TP
4290,1.0,LONG_TP,LONG_TP
4291,-1.0,SHORT_TP,SHORT_TP
4292,-1.0,SHORT_TP,SHORT_TP
4293,1.0,LONG_TP,LONG_TP
4294,-1.0,SHORT_TP,SHORT_TP
4295,-1.0,SHORT_TP,SHORT_TP
4296,-1.0,SHORT_TP,SHORT_TP
4297,-1.0,SHORT_TP,SHORT_TP
4298,-1.0,SHORT_TP,SHORT_TP
4299,-1.0,SHORT_TP,SHORT_TP
4300,-1.0,SHORT_TP,SHORT_TP
4301,-1.0,SHORT_TP,SHORT_TP
4302,-1.0,SHORT_TP,SHORT_TP
4303,-1.0,SHORT_TP,SHORT_TP
4304,-1.0,SHORT_TP,SHORT_TP
4305,-1.0,SHORT_TP,SHORT_TP
4306,-1.0,SHORT_TP,SHORT_TP
4307,-1.0,SHORT_TP,SHORT_TP
4308,-1.0,SHORT_TP,SHORT_TP
4309,-1.0,SHORT_TP,SHORT_TP
4310,1.0,LONG_TP,LONG_TP
4311,1.0,LONG_TP,LONG_TP
4312,1.0,LONG_TP,LONG_TP
4313,-1.0,SHORT_TP,SHORT_TP
4314,1.0,LONG_TP,LONG_TP
4315,1.0,LONG_TP,LONG_TP
4316,1.0,LONG_TP,LONG_TP
4317,1.0,LONG_TP,LONG_TP
4318,1.0,LONG_TP,LONG_TP
4319,1.0,LONG_TP,LONG_TP
4320,1.0,LONG_TP,LONG_TP
4321,1.0,LONG_TP,LONG_TP
4322,1.0,LONG_TP,LONG_TP
4323,1.0,LONG_TP,LONG_TP
4324,1.0,LONG_TP,LONG_TP
4325,1.0,LONG_TP,LONG_TP
4326,1.0,LONG_TP,LONG_TP
4327,1.0,LONG_TP,LONG_TP
4328,1.0,LONG_TP,LONG_TP
4329,1.0,LONG_TP,LONG_TP
4330,1.0,LONG_TP,LONG_TP
4331,1.0,LONG_TP,LONG_TP
4332,1.0,LONG_TP,LONG_TP
4333,1.0,LONG_TP,LONG_TP
4334,1.0,LONG_TP,LONG_TP
4335,1.0,LONG_TP,LONG_TP
4336,1.0,LONG_TP,LONG_TP
4337,1.0,LONG_TP,LONG_TP
4338,1.0,LONG_TP,LONG_TP
4339,1.0,LONG_TP,LONG_TP
4340,1.0,LONG_TP,LONG_TP
4341,1.0,LONG_TP,LONG_TP
4342,1.0,LONG_TP,LONG_TP
4343,1.0,LONG_TP,LONG_TP
4344,1.0,LONG_TP,LONG_TP
4345,1.0,LONG_TP,LONG_TP
4346,1.0,LONG_TP,LONG_TP
4347,1.0,LONG_TP,LONG_TP
4348,1.0,LONG_TP,LONG_TP
4349,1.0,LONG_TP,LONG_TP
4350,-1.0,SHORT_TP,SHORT_TP
4351,1.0,LONG_TP,LONG_TP
4352,1.0,LONG_TP,LONG_TP
4353,1.0,LONG_TP,LONG_TP
4354,1.0,LONG_TP,LONG_TP
4355,1.0,LONG_TP,LONG_TP
4356,1.0,LONG_TP,LONG_TP
4357,-1.0,SHORT_TP,SHORT_TP
4358,-1.0,SHORT_TP,SHORT_TP
4359,-1.0,SHORT_TP,SHORT_TP
4360,-1.0,SHORT_TP,SHORT_TP
4361,-1.0,SHORT_TP,SHORT_TP
4362,-1.0,SHORT_TP,SHORT_TP
4363,-1.0,SHORT_TP,SHORT_TP
4364,-1.0,SHORT_TP,SHORT_TP
4365,-1.0,SHORT_TP,SHORT_TP
4366,-1.0,SHORT_TP,SHORT_TP
4367,-1.0,SHORT_TP,SHORT_TP
4368,-1.0,SHORT_TP,SHORT_TP
4369,1.0,LONG_TP,LONG_TP
4370,1.0,LONG_TP,LONG_TP
4371,1.0,LONG_TP,LONG_TP
4372,1.0,LONG_TP,LONG_TP
4373,1.0,LONG_TP,LONG_TP
4374,1.0,LONG_TP,LONG_TP
4375,1.0,LONG_TP,LONG_TP
4376,1.0,LONG_TP,LONG_TP
4377,1.0,LONG_TP,LONG_TP
4378,1.0,LONG_TP,LONG_TP
4379,1.0,LONG_TP,LONG_TP
4380,1.0,LONG_TP,LONG_TP
4381,1.0,LONG_TP,LONG_TP
4382,1.0,LONG_TP,LONG_TP
4383,1.0,LONG_TP,LONG_TP
4384,1.0,LONG_TP,LONG_TP
4385,1.0,LONG_TP,LONG_TP
4386,1.0,LONG_TP,LONG_TP
4387,1.0,LONG_TP,LONG_TP
4388,1.0,LONG_TP,LONG_TP
4389,1.0,LONG_TP,LONG_TP
4390,1.0,LONG_TP,LONG_TP
4391,1.0,LONG_TP,LONG_TP
4392,1.0,LONG_TP,LONG_TP
4393,1.0,LONG_TP,LONG_TP
4394,1.0,LONG_TP,LONG_TP
4395,1.0,LONG_TP,LONG_TP
4396,1.0,LONG_TP,LONG_TP
4397,1.0,LONG_TP,LONG_TP
4398,1.0,LONG_TP,LONG_TP
4399,1.0,LONG_TP,LONG_TP
4400,1.0,LONG_TP,LONG_TP
4401,1.0,LONG_TP,LONG_TP
4402,1.0,LONG_TP,LONG_TP
4403,1.0,LONG_TP,LONG_TP
4404,1.0,LONG_TP,LONG_TP
4405,1.0,LONG_TP,LONG_TP
4406,1.0,LONG_TP,LONG_TP
4407,1.0,LONG_TP,LONG_TP
4408,1.0,LONG_TP,LONG_TP
4409,1.0,LONG_TP,LONG_TP
4410,1.0,LONG_TP,LONG_TP
4411,1.0,LONG_TP,LONG_TP
4412,1.0,LONG_TP,LONG_TP
4413,1.0,LONG_TP,LONG_TP
4414,1.0,LONG_TP,LONG_TP
4415,1.0,LONG_TP,LONG_TP
4416,1.0,LONG_TP,LONG_TP
4417,-1.0,SHORT_TP,SHORT_TP
4418,-1.0,SHORT_TP,SHORT_TP
4419,-1.0,SHORT_TP,SHORT_TP
4420,-1.0,SHORT_TP,SHORT_TP
4421,-1.0,SHORT_TP,SHORT_TP
4422,-1.0,SHORT_TP,SHORT_TP
4423,-1.0,SHORT_TP,SHORT_TP
4424,-1.0,SHORT_TP,SHORT_TP
4425,-1.0,SHORT_TP,SHORT_TP
4426,-1.0,SHORT_TP,SHORT_TP
4427,-1.0,SHORT_TP,SHORT_TP
4428,-1.0,SHORT_TP,SHORT_TP
4429,-1.0,SHORT_TP,SHORT_TP
4430,-1.0,SHORT_TP,SHORT_TP
4431,-1.0,SHORT_TP,SHORT_TP
4432,-1.0,SHORT_TP,SHORT_TP
4433,-1.0,SHORT_TP,SHORT_TP
4434,-1.0,SHORT_TP,SHORT_TP
4435,-1.0,SHORT_TP,SHORT_TP
4436,-1.0,SHORT_TP,SHORT_TP
4437,-1.0,SHORT_TP,SHORT_TP
4438,-1.0,SHORT_TP,SHORT_TP
4439,-1.0,SHORT_TP,SHORT_TP
4440,-1.0,SHORT_TP,SHORT_TP
4441,-1.0,SHORT_TP,SHORT_TP
4442,-1.0,SHORT_TP,SHORT_TP
4443,-1.0,SHORT_TP,SHORT_TP
4444,-1.0,SHORT_TP,SHORT_TP
4445,-1.0,SHORT_TP,SHORT_TP
4446,-1.0,SHORT_TP,SHORT_TP
4447,-1.0,SHORT_TP,SHORT_TP
4448,-1.0,SHORT_TP,SHORT_TP
4449,-1.0,SHORT_TP,SHORT_TP
4450,-1.0,SHORT_TP,SHORT_TP
4451,-1.0,SHORT_TP,SHORT_TP
4452,-1.0,SHORT_TP,SHORT_TP
